7.000000000000000000e+01,4.000000000000000000e+00,1.000000000000000000e+00,1.300000000000000000e+02,1.000000000000000000e+01,5.000000000000000000e+00,6.000000000000000000e+00,2.800000000000000000e+02,2.500000000000000000e+01,6.840297300000000291e+01
1.200000000000000000e+02,3.000000000000000000e+00,5.000000000000000000e+00,1.500000000000000000e+01,2.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,1.350000000000000000e+02,0.000000000000000000e+00,3.398367900000000219e+01
7.000000000000000000e+01,4.000000000000000000e+00,1.000000000000000000e+00,2.600000000000000000e+02,9.000000000000000000e+00,7.000000000000000000e+00,5.000000000000000000e+00,3.200000000000000000e+02,2.500000000000000000e+01,5.942550500000000113e+01
5.000000000000000000e+01,4.000000000000000000e+00,0.000000000000000000e+00,1.400000000000000000e+02,1.400000000000000000e+01,8.000000000000000000e+00,0.000000000000000000e+00,3.300000000000000000e+02,2.500000000000000000e+01,9.370491199999999310e+01
1.100000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.000000000000000000e+00,1.400000000000000000e+01,8.000000000000000000e+00,-1.000000000000000000e+00,2.500000000000000000e+01,3.438484299999999649e+01
1.100000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+00,1.800000000000000000e+02,1.500000000000000000e+00,1.050000000000000000e+01,1.000000000000000000e+01,7.000000000000000000e+01,2.500000000000000000e+01,2.950954099999999869e+01
1.100000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,1.250000000000000000e+02,1.000000000000000000e+00,1.100000000000000000e+01,1.400000000000000000e+01,3.000000000000000000e+01,2.500000000000000000e+01,3.317409399999999664e+01
1.300000000000000000e+02,3.000000000000000000e+00,2.000000000000000000e+00,2.100000000000000000e+02,2.000000000000000000e+00,1.800000000000000000e+01,8.000000000000000000e+00,1.000000000000000000e+02,2.500000000000000000e+01,3.703856199999999887e+01
9.000000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+02,4.000000000000000000e+00,1.500000000000000000e+01,6.000000000000000000e+00,1.250000000000000000e+02,2.500000000000000000e+01,4.912025299999999817e+01
9.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,2.100000000000000000e+02,5.000000000000000000e+00,1.300000000000000000e+01,5.000000000000000000e+00,1.900000000000000000e+02,2.500000000000000000e+01,5.331381300000000323e+01
